target_id,paper_page,pdf_page,paper_caption,caption_status,source_pdf,source_pdf_sha256,crop_method,crop_status,crop_bbox_pdf_points,render_zoom,nominal_dpi,embedded_raster_note,asset,asset_exists,asset_bytes,width_px,height_px,asset_sha256,stage_b_quality
3.12,76,92,Figure 3.12. Four quasi-halo tori projected into conﬁguration space in a constant frequency ratio family (ω0,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[115.095,71.003,532.905,497.147]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_3_12_original.png,True,554467,1839,1874,6020beb630c20c23445d670356946ba94be053577359ba959899604a24700215,pass
3.13,77,93,Figure 3.13. (a) y- and z-amplitude of the frequency ratio family (ω0,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[110.241,71.006,533.859,251.01]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_3_13_original.png,True,126727,1863,840,e09523e787902840058662b0bff960d6c71b7b770133e3eff858c9f2a7602779,pass
3.14,78,94,Figure 3.14. Four quasi-vertical tori projected into conﬁguration space in a constant frequency ratio family (ω0,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[139.742,77.37,505.558,575.51]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_3_14_original.png,True,508605,1621,2177,f979240a637dc2b0cb90e32fb95db36ff1a4e653ae0c4c1e39c4030aa814aad7,pass
3.15,79,95,Figure 3.15. (a) Jacobi Constant and (b) mapping time as a function of orbit index of the constant frequency ratio quasi-vertical family (ω0,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[119.677,258.435,524.422,420.435]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_3_15_original.png,True,109993,1784,764,7133ffead3b58019c74bf89f6ffa39406aa7429a494714151c2d9665fe5fccb9,pass
3.16,82,98,"Figure 3.16. Four quasi-DRO tori projected into conﬁguration space in a constant mapping time family (T0 = 14.74 days) with the central periodic orbit in blue. The Jacobi Constants for each of these family members are (a) JC = 2.9225, (b) JC = 2.9221, (c) JC = 2.9215, and (d) JC = 2.9212",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[110.241,131.368,535.81,521.51]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_3_16_original.png,True,413293,1871,1723,e871485a639cf7104b526cf2f4d175488eb3517909b1fda7373344bb33b17593,pass
3.17,83,99,"Figure 3.17. (a) Z-amplitude and (b) Jacobi Constant as a function of rotation angle, ρ, of the constant mapping time quasi-DRO family in the Earth-Moon system (T0 = 14.74 days)",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[114.128,248.758,529.969,432.356]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_3_17_original.png,True,113042,1830,855,a3a035101b653a8050ab06a93e731667074d1443800861142adde9b920b95ac0,pass
4.1,86,102,Figure 4.1. (a) Earth-Moon L2 quasi-halo orbit (JC = 3.044) (b) Eigenstructure of DG matrix computed with N = 25.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[109.988,450.119,534.112,619.32]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_1_original.png,True,180524,1866,795,c7629d3dc595754bcfa673290c7d567db5b4f99275be866b8678ff55717d9811,pass
4.2,87,103,Figure 4.2. Stability index as a function of mapping time for an Earth-Moon L1 constant energy quasi-halo family (JC = 3.1389). The red point represents the stability index of the periodic halo orbit associated with this quasi-halo orbit family.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[108.0,211.565,540.004,405.782]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_2_original.png,True,100983,1899,900,d37ac884a1fd6f1a5742c05f71d501af109d431b6b818eed7aed3f7f5807d790,pass
4.3,89,105,"Figure 4.3. Unstable manifold in the +x-direction for an Earth-Moon L1 quasi-halo orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 7.79 days, (b) 9.75 days, (c) 11.39 days and (d) 13.02 days.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[118.979,146.557,528.983,500.697]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_3_original.png,True,651771,1806,1571,e89fa457f2ae4c2fcc51d7d09ecf56b307857697c113cb4aab58c0eeb7ffece0,pass
4.4,90,106,"Figure 4.4. Unstable manifold in the -x-direction for an Earth-Moon L1 quasi-halo orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 7.79 days, (b) 9.75 days, (c) 11.39 days and (d) 13.02 days.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[110.303,71.009,537.699,389.147]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_4_original.png,True,548721,1879,1420,f276910034f82c03ee7e3d6203d87f67801f4c1a81fdf758125e9915dc981078,pass
4.5,91,107,"Figure 4.5. Unstable manifold in the +x-direction for an Earth-Moon L1 quasi-vertical orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 8.05 days, (b) 10.08 days, (c) 11.77 days and (d) 13.46 days.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[110.482,71.016,535.568,417.947]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_5_original.png,True,634138,1869,1541,a17f7bf8e1fac77b260fa0aaa59bb6fa04a2bb6310e730bc2334a2f4a0633b4c,pass
4.6,92,108,"Figure 4.6. Unstable manifold in the -x-direction for an Earth-Moon L1 quasi-vertical orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 8.05 days, (b) 10.08 days, (c) 11.77 days and (d) 13.46 days.",pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_union,"[110.116,71.005,536.872,360.348]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_6_original.png,True,428483,1876,1299,d85642d0837d3259d3dcd6a562f91ad449d5154810489a4d4e25d9088d08c800,pass
4.7,93,109,Figure 4.7. Unstable manifold trajectories from an L1 quasi-halo orbit (red) and the unstable trajectories from the associated periodic halo orbit (black) in the Earth-Moon system.,pdf_caption_block,C:\Users\wwh20\Desktop\复现论文\2018_McCarthy_拟周期轨道.pdf,e434aeabb749dc34b2b05d12bfd77d7afe940a0e04eee1a6b20c2e1c4206456a,PyMuPDF page render + embedded-image vertical-band crop,embedded_band_exact,"[108.0,81.173,540.007,325.281]",4.2,302.4,render zoom does not create detail absent from embedded raster source,reports/mccarthy2018_figure_comparison/assets/original/fig_4_7_original.png,True,489657,1899,1110,b17ac63c2c4cfb312a9a45e81180ae748439bcb6cb9eafd1e9d93532e4e5314e,pass
