scope,target_id,field,status,current_value,evidence_path,sha256,notes
registry,2.12,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_12_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_12_comparison.png,00f148b38429b2da56e25f5cf2826877ab0c9d2d4364e56f9650a3a3a8a37010,路径存在且哈希已记录。
registry,2.13,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_13_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_13_comparison.png,0bcca07e2ba19aee76605c8c1542aff5ee57bca6ab423d81beac552d02c6a191,路径存在且哈希已记录。
registry,2.14,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_14_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_14_comparison.png,9138a060618131435122781861573bbf63c410b0da0650576188c83eb8509c06,路径存在且哈希已记录。
registry,2.15,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_15_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_15_comparison.png,bc0346207bb1ccde646b940eacc277c847ad4616bf34ba278aca3a7a66e6313f,路径存在且哈希已记录。
registry,3.1,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_1_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_1_comparison.png,3918440694797e30432cbf42620bc34ccc1cc93c58efe447aaab0995fa0f0a65,路径存在且哈希已记录。
registry,3.2,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_2_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_2_comparison.png,238932bea784b1ac3cb8c5e71e74a0576bfc4119701dc5014c14974e4961124c,路径存在且哈希已记录。
registry,3.3,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_3_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_3_comparison.png,e097272e11105b21b77f47390f34dc8688a6f10de6c9e77dae7bf7a872852064,路径存在且哈希已记录。
registry,3.4,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_4_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_4_comparison.png,18bfffe85c58dbd852504c2872fd222d38a1ba974f5f51547a229da287a59caf,路径存在且哈希已记录。
registry,3.5,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_5_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_5_comparison.png,3abb04294735d1fa32b8f2188e6a4546dcb1736e9cedb0b74b8e1e6ed532ab36,路径存在且哈希已记录。
registry,3.6,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_6_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_6_comparison.png,891c9da4c904e6653c3108b898b71d76efc58b93129f43918a5d723e89faac3f,路径存在且哈希已记录。
registry,3.7,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_7_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_7_comparison.png,05ec0bc1558086129b23933074c079f4318391a53240ea69aab6e0f77e00566a,路径存在且哈希已记录。
registry,3.8,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_8_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_8_comparison.png,0b331636977779c389872ee3244b13168c088d552b02c65a29d67220f06ff472,路径存在且哈希已记录。
registry,3.9,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_9_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_9_comparison.png,71f742736d2ab63809671a1de54e2defaeca0f92cb5793f1d40018a1b660f929,路径存在且哈希已记录。
registry,3.10,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_10_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_10_comparison.png,e3755a26d0558b10cb33c1ef384fbfb41bed499213432265fcda6f51f3646dd5,路径存在且哈希已记录。
registry,3.11,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_11_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_11_comparison.png,3fe4126289bc002a8af183e196c437274ffc65107070c9f14aa80f6d1972468b,路径存在且哈希已记录。
registry,3.12,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_12_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_12_comparison.png,28a505e159f103255d374d291fb44c2b26006e7722d17e1f6487082013a44b48,路径存在且哈希已记录。
registry,3.13,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_13_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_13_comparison.png,2c8d5a7a754eab8b0215fbe38c40da592cd3fe5f83c65951dbba7888c2b29865,路径存在且哈希已记录。
registry,3.14,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_14_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_14_comparison.png,9093bfdf1493b22cebfdd5268142af55c57ef997d76e872268f79a6ea2acae60,路径存在且哈希已记录。
registry,3.15,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_15_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_15_comparison.png,0924ed05bdbbee486f936cdf02105fb9803ac602c2097aef90da806496430c0f,路径存在且哈希已记录。
registry,3.16,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_16_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_16_comparison.png,e6bedced4e2fa0e0a7c646e8a4d175522091259ce1ce868577d6d068cb97e4a2,路径存在且哈希已记录。
registry,3.17,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_17_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_17_comparison.png,8aefc59d271e3d7544253a1919a37a2379e03617659b18402c6d02c3e859fac2,路径存在且哈希已记录。
registry,4.1,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_1_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_1_comparison.png,3e9413bdb730b31d69398eda00e4dfbc56e804c0cf76e85aa277f39bc3023e48,路径存在且哈希已记录。
registry,4.2,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_2_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_2_comparison.png,06a2ab8cbf9d073bf07354223ccc801a6329c307b835a19b523e6f40286d5872,路径存在且哈希已记录。
registry,4.3,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_3_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_3_comparison.png,c6526c4b28b2a9c84fc62df70efb61f17dea9532afdbfda03c82641d1404af3b,路径存在且哈希已记录。
registry,4.4,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_4_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_4_comparison.png,62b7a97ab22e8bd7d645e7b08659dce52b57657989422b4e29a6ae25cad73eee,路径存在且哈希已记录。
registry,4.5,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_5_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_5_comparison.png,5d54cd93450e1824bdf8f89f4744be4b1cfa3236d924c117f22c0b8f34944e42,路径存在且哈希已记录。
registry,4.6,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_6_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_6_comparison.png,da56cd47c5e2655816cd168a5fb1f1b737e6c3f7582fd19d05f893d646c5ebbd,路径存在且哈希已记录。
registry,4.7,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_7_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_7_comparison.png,3afdd97deaebe34081fdb57870b38637e4c1a8b5d9157cca6de2fe038e599830,路径存在且哈希已记录。
registry,4.8,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_8_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_8_comparison.png,3f4239f477f2bd74d5ccc71b802d338f5d9a6cc441910448915e5ca0e59e4072,路径存在且哈希已记录。
registry,5.1,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_1_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_1_comparison.png,41ef914f8a00566b8f5ebe30e30dec3b644b42f4a64b5bcc107c20492df7770a,路径存在且哈希已记录。
registry,5.2,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_2_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_2_comparison.png,994188fbdb4317170a594ac2e9d9043b48d9c7ccb8ff70a00c8f3527c7178a31,路径存在且哈希已记录。
registry,5.3,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_3_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_3_comparison.png,e660888531c62bd16b84bd77c56157d3e995a13448af50af22848e3ae9b1548d,路径存在且哈希已记录。
registry,5.4,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_4_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_4_comparison.png,283aa54dac05b569b6e5e80e6f2753f6014619405dd8520763f7310ea2a8d2e8,路径存在且哈希已记录。
registry,5.5,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_5_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_5_comparison.png,662c8bb97f70dc32b3f0061c39313d3c9abf330be432a0dbc282993b5fa35bce,路径存在且哈希已记录。
registry,5.6,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_6_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_6_comparison.png,ac8792d81731772c1e39cc14e46c8dfd297c9e34f0a7a37992b165d1af3a4485,路径存在且哈希已记录。
registry,5.7,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_7_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_7_comparison.png,5ce4c7e7e03d82fffe581a8681ef612720e7988c01f2d348d1cd4dabfc5f1c50,路径存在且哈希已记录。
registry,5.8,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_8_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_8_comparison.png,a2f54f9535b0855e78f52884e09886475e342f86ee3d2e3538f41a75d59819ee,路径存在且哈希已记录。
registry,5.9,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_9_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_9_comparison.png,cc80a0deed78cca74792f865069593d8f1e34278830626b3900d5344532b5102,路径存在且哈希已记录。
registry,5.10,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_10_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_10_comparison.png,4b3e25110ec4b0bbd742b008d461a92982881db830d28d39fcae23ac0d5a2a54,路径存在且哈希已记录。
registry,5.11,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_11_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_11_comparison.png,026139f033c935ad0b015f9ea4d1f0ee49cded566adc3fabc50fdcd3f543d00d,路径存在且哈希已记录。
registry,5.12,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_12_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_12_comparison.png,e4c0398427c9e9ab3f42996558b3cfb98f729ca7ca475519eba4e42d138a3a82,路径存在且哈希已记录。
registry,5.13,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_13_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_13_comparison.png,c2d870b618bb1726772bc51514772c547d711eb0b5f091ef6e934c516fe1e62b,路径存在且哈希已记录。
registry,5.14,comparison_asset,resolved_existing_asset,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_14_comparison.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_5_14_comparison.png,185b61b8f66ffd1b82b3810a54634f2c4dbac1aa1938b71b254a006ce5138cc6,路径存在且哈希已记录。
